IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
67.226.222.131,80,443,true,CMH,North America,Columbus,224,6.86
204.110.220.24,80,443,true,PDX,North America,Portland,200,6.86
3.139.80.79,443,443,true,CMH,North America,Columbus,239,6.86
3.144.203.50,443,443,true,ORD,North America,Chicago,235,6.86
18.116.97.142,443,443,true,ORD,North America,Chicago,226,6.85
18.116.13.110,443,443,true,ORD,North America,Chicago,224,6.85
3.138.106.216,443,443,true,ORD,North America,Chicago,220,6.85
3.144.27.134,443,443,true,ORD,North America,Chicago,225,6.85
67.226.222.116,80,443,true,CMH,North America,Columbus,224,6.84
3.147.13.122,443,443,true,ORD,North America,Chicago,224,6.84
3.18.169.201,443,443,true,CMH,North America,Columbus,221,6.84
67.226.222.147,80,443,true,CMH,North America,Columbus,224,6.84
18.218.178.150,443,443,true,ORD,North America,Chicago,242,6.83
18.188.103.149,443,443,true,ORD,North America,Chicago,250,6.83
18.218.149.114,443,443,true,ORD,North America,Chicago,274,6.82
3.123.242.99,443,443,true,FRA,Europe,Frankfurt,175,6.82
18.116.38.175,443,443,true,ORD,North America,Chicago,221,6.82
204.110.220.212,80,443,true,PDX,North America,Portland,197,6.82
52.35.114.172,443,443,true,PDX,North America,Portland,209,6.81
3.145.102.181,443,443,true,ORD,North America,Chicago,228,6.81
18.222.115.67,443,443,true,ORD,North America,Chicago,221,6.81
3.138.61.167,443,443,true,ORD,North America,Chicago,226,6.81
67.226.223.240,443,443,true,CMH,North America,Columbus,229,6.80
18.191.10.119,443,443,true,ORD,North America,Chicago,226,6.79
204.110.223.42,80,443,true,CMH,North America,Columbus,258,6.79
18.117.90.72,443,443,true,ORD,North America,Chicago,220,6.79
34.210.139.126,443,443,true,PDX,North America,Portland,198,6.79
18.119.116.235,443,443,true,ORD,North America,Chicago,234,6.78
35.87.4.178,443,443,true,PDX,North America,Portland,199,6.78
204.110.223.72,80,443,true,CMH,North America,Columbus,220,6.78
3.145.122.181,443,443,true,ORD,North America,Chicago,223,6.78
204.110.223.114,443,443,true,CMH,North America,Columbus,227,6.77
204.110.220.12,80,443,true,PDX,North America,Portland,200,6.77
18.191.196.114,443,443,true,ORD,North America,Chicago,224,6.77
35.83.185.225,443,443,true,PDX,North America,Portland,202,6.76
3.148.105.50,443,443,true,ORD,North America,Chicago,225,6.76
18.218.70.114,443,443,true,ORD,North America,Chicago,220,6.76
18.188.213.145,443,443,true,ORD,North America,Chicago,225,6.75
18.222.220.111,443,443,true,ORD,North America,Chicago,222,6.75
18.118.33.198,443,443,true,ORD,North America,Chicago,224,6.75
204.110.223.176,80,443,true,CMH,North America,Columbus,226,6.75
18.220.145.124,80,443,true,CMH,North America,Columbus,224,6.73
204.110.223.141,443,443,true,CMH,North America,Columbus,225,6.73
3.135.203.109,443,443,true,ORD,North America,Chicago,223,6.73
204.110.221.187,80,443,true,PDX,North America,Portland,201,6.72
18.118.199.212,443,443,true,ORD,North America,Chicago,227,6.72
204.110.221.169,80,443,true,PDX,North America,Portland,199,6.72
67.226.222.246,80,443,true,CMH,North America,Columbus,225,6.72
3.144.102.168,443,443,true,ORD,North America,Chicago,220,6.71
3.96.136.84,2053,443,true,YUL,North America,Montréal,247,6.71
13.58.74.13,443,443,true,ORD,North America,Chicago,224,6.70
18.189.94.250,443,443,true,CMH,North America,Columbus,291,6.70
67.226.222.216,80,443,true,CMH,North America,Columbus,221,6.69
18.117.172.123,443,443,true,ORD,North America,Chicago,226,6.69
204.110.223.3,80,443,true,CMH,North America,Columbus,224,6.69
34.208.77.240,443,443,true,PDX,North America,Portland,195,6.69
35.90.39.41,443,443,true,PDX,North America,Portland,198,6.68
204.110.220.240,80,443,true,PDX,North America,Portland,202,6.67
204.110.223.32,80,443,true,CMH,North America,Columbus,224,6.67
204.110.223.132,443,443,true,CMH,North America,Columbus,221,6.67
18.223.210.150,443,443,true,ORD,North America,Chicago,222,6.67
67.226.223.121,80,443,true,CMH,North America,Columbus,225,6.67
3.147.68.13,80,443,true,CMH,North America,Columbus,224,6.67
3.149.23.116,443,443,true,ORD,North America,Chicago,221,6.67
3.137.187.140,443,443,true,ORD,North America,Chicago,221,6.66
18.118.164.98,443,443,true,ORD,North America,Chicago,225,6.66
44.241.54.108,443,443,true,PDX,North America,Portland,198,6.66
3.137.175.164,443,443,true,ORD,North America,Chicago,224,6.65
204.110.223.86,80,443,true,CMH,North America,Columbus,225,6.64
204.110.223.69,80,443,true,CMH,North America,Columbus,226,6.64
3.143.239.200,443,443,true,ORD,North America,Chicago,224,6.64
18.116.10.197,443,443,true,ORD,North America,Chicago,221,6.64
3.136.18.63,443,443,true,ORD,North America,Chicago,225,6.64
18.188.153.231,8443,443,true,CMH,North America,Columbus,224,6.63
18.118.12.209,443,443,true,ORD,North America,Chicago,223,6.62
18.191.239.233,443,443,true,ORD,North America,Chicago,237,6.62
3.145.115.43,443,443,true,ORD,North America,Chicago,242,6.61
3.149.228.171,443,443,true,ORD,North America,Chicago,221,6.61
67.226.222.81,80,443,true,CMH,North America,Columbus,224,6.61
3.147.242.165,443,443,true,ORD,North America,Chicago,226,6.61
15.222.245.142,2053,443,true,YUL,North America,Montréal,241,6.61
204.110.221.25,80,443,true,PDX,North America,Portland,198,6.60
18.188.166.192,443,443,true,ORD,North America,Chicago,288,6.59
18.224.213.119,443,443,true,ORD,North America,Chicago,222,6.59
3.137.166.123,443,443,true,ORD,North America,Chicago,225,6.59
18.226.94.162,443,443,true,ORD,North America,Chicago,225,6.57
204.110.223.232,80,443,true,CMH,North America,Columbus,225,6.57
18.216.230.155,443,443,true,ORD,North America,Chicago,224,6.57
35.156.86.156,443,443,true,AMS,Europe,Amsterdam,170,6.57
3.138.203.193,443,443,true,ORD,North America,Chicago,227,6.57
67.226.222.173,80,443,true,CMH,North America,Columbus,222,6.56
35.157.121.50,2096,443,true,FRA,Europe,Frankfurt,177,6.56
67.226.222.7,80,443,true,CMH,North America,Columbus,224,6.56
204.110.221.126,80,443,true,PDX,North America,Portland,203,6.56
204.110.223.75,80,443,true,CMH,North America,Columbus,239,6.56
204.110.223.19,80,443,true,CMH,North America,Columbus,225,6.55
3.133.161.45,443,443,true,ORD,North America,Chicago,225,6.54
52.43.37.210,443,443,true,PDX,North America,Portland,207,6.54
18.216.63.203,443,443,true,ORD,North America,Chicago,230,6.54
35.91.96.233,443,443,true,PDX,North America,Portland,218,6.54
35.95.16.222,443,443,true,PDX,North America,Portland,199,6.53
18.117.103.210,443,443,true,ORD,North America,Chicago,224,6.52
15.222.245.142,8443,443,true,YUL,North America,Montréal,253,6.51
3.147.73.220,443,443,true,CMH,North America,Columbus,225,6.51
3.147.73.192,443,443,true,ORD,North America,Chicago,220,6.49
18.220.12.155,443,443,true,ORD,North America,Chicago,220,6.49
204.110.223.159,80,443,true,CMH,North America,Columbus,221,6.49
15.223.1.84,2053,443,true,YUL,North America,Montréal,253,6.49
35.94.217.150,443,443,true,PDX,North America,Portland,200,6.48
3.145.80.77,443,443,true,ORD,North America,Chicago,234,6.48
34.208.179.122,443,443,true,PDX,North America,Portland,198,6.48
67.226.222.96,80,443,true,CMH,North America,Columbus,227,6.47
15.223.1.84,8443,443,true,YUL,North America,Montréal,249,6.47
67.226.222.192,80,443,true,CMH,North America,Columbus,224,6.47
3.147.57.68,443,443,true,ORD,North America,Chicago,227,6.46
3.147.81.74,443,443,true,ORD,North America,Chicago,221,6.46
52.42.151.146,443,443,true,PDX,North America,Portland,204,6.46
204.110.221.69,80,443,true,PDX,North America,Portland,200,6.46
99.79.54.251,80,443,true,YUL,North America,Montréal,245,6.46
35.91.233.227,443,443,true,PDX,North America,Portland,210,6.45
18.118.151.196,443,443,true,ORD,North America,Chicago,224,6.45
15.223.3.87,443,443,true,YUL,North America,Montréal,255,6.45
3.145.57.175,443,443,true,ORD,North America,Chicago,220,6.44
18.221.249.186,443,443,true,ORD,North America,Chicago,220,6.44
34.219.215.97,443,443,true,PDX,North America,Portland,199,6.44
18.189.184.24,443,443,true,ORD,North America,Chicago,226,6.44
18.224.57.9,443,443,true,ORD,North America,Chicago,221,6.43
18.220.93.76,443,443,true,ORD,North America,Chicago,220,6.42
3.147.80.165,80,443,true,CMH,North America,Columbus,220,6.41
99.79.38.203,80,443,true,YUL,North America,Montréal,242,6.41
3.145.103.102,443,443,true,ORD,North America,Chicago,224,6.41
3.144.102.26,443,443,true,ORD,North America,Chicago,224,6.40
18.190.127.150,443,443,true,ORD,North America,Chicago,224,6.39
204.110.223.30,80,443,true,CMH,North America,Columbus,229,6.39
18.217.110.173,443,443,true,ORD,North America,Chicago,220,6.39
3.143.143.51,443,443,true,ORD,North America,Chicago,219,6.39
18.237.81.123,443,443,true,PDX,North America,Portland,200,6.38
15.223.72.108,8443,443,true,YUL,North America,Montréal,244,6.37
44.234.67.32,443,443,true,SEA,North America,Seattle,199,6.37
35.95.15.189,443,443,true,PDX,North America,Portland,213,6.36
18.117.119.48,443,443,true,ORD,North America,Chicago,224,6.36
3.145.96.163,443,443,true,ORD,North America,Chicago,225,6.36
3.144.145.121,443,443,true,ORD,North America,Chicago,224,6.35
18.119.131.147,443,443,true,ORD,North America,Chicago,221,6.35
35.89.143.94,443,443,true,PDX,North America,Portland,203,6.35
204.110.223.91,80,443,true,CMH,North America,Columbus,250,6.34
15.223.3.87,80,443,true,YUL,North America,Montréal,246,6.34
18.216.180.195,443,443,true,ORD,North America,Chicago,221,6.33
18.117.138.207,443,443,true,ORD,North America,Chicago,229,6.33
54.187.19.80,443,443,true,PDX,North America,Portland,200,6.33
204.110.223.215,80,443,true,CMH,North America,Columbus,224,6.33
18.188.66.62,443,443,true,ORD,North America,Chicago,225,6.32
35.87.28.172,443,443,true,PDX,North America,Portland,201,6.32
3.145.91.250,443,443,true,ORD,North America,Chicago,224,6.31
99.79.32.173,2053,443,true,YUL,North America,Montréal,242,6.30
3.144.194.49,443,443,true,ORD,North America,Chicago,223,6.30
3.144.99.216,443,443,true,ORD,North America,Chicago,221,6.29
3.144.34.4,443,443,true,ORD,North America,Chicago,221,6.28
18.216.204.100,443,443,true,ORD,North America,Chicago,221,6.28
204.110.223.44,80,443,true,CMH,North America,Columbus,224,6.27
35.95.48.15,443,443,true,PDX,North America,Portland,202,6.27
15.223.67.91,80,443,true,YUL,North America,Montréal,252,6.27
3.145.98.79,443,443,true,ORD,North America,Chicago,224,6.27
204.110.223.94,443,443,true,CMH,North America,Columbus,221,6.26
35.92.147.109,443,443,true,PDX,North America,Portland,197,6.25
204.110.221.54,80,443,true,PDX,North America,Portland,199,6.23
52.53.128.93,80,443,true,SJC,North America,San Jose,179,6.23
35.88.201.57,2053,443,true,PDX,North America,Portland,197,6.21
18.118.207.37,443,443,true,ORD,North America,Chicago,224,6.20
35.182.243.15,80,443,true,YUL,North America,Montréal,256,6.20
204.110.223.126,80,443,true,CMH,North America,Columbus,224,6.19
18.191.88.131,443,443,true,ORD,North America,Chicago,220,6.19
3.145.101.78,443,443,true,ORD,North America,Chicago,225,6.19
54.188.107.52,443,443,true,PDX,North America,Portland,203,6.19
18.191.122.211,443,443,true,CMH,North America,Columbus,232,6.18
3.144.19.40,443,443,true,ORD,North America,Chicago,224,6.18
18.216.111.183,443,443,true,ORD,North America,Chicago,229,6.16
54.188.224.105,443,443,true,PDX,North America,Portland,202,6.15
18.219.240.92,443,443,true,ORD,North America,Chicago,224,6.14
204.110.223.218,80,443,true,CMH,North America,Columbus,220,6.14
3.140.142.249,8443,443,true,CMH,North America,Columbus,220,6.13
34.221.202.23,443,443,true,PDX,North America,Portland,199,6.13
15.223.67.91,443,443,true,YUL,North America,Montréal,242,6.12
204.110.223.42,443,443,true,CMH,North America,Columbus,220,6.09
99.79.42.159,443,443,true,YUL,North America,Montréal,245,6.08
13.59.232.122,443,443,true,ORD,North America,Chicago,219,6.06
67.226.222.230,80,443,true,CMH,North America,Columbus,233,6.05
204.110.221.192,80,443,true,PDX,North America,Portland,199,6.04
35.94.212.255,443,443,true,PDX,North America,Portland,198,6.04
18.220.106.241,2053,443,true,CMH,North America,Columbus,221,6.02
204.110.223.74,80,443,true,CMH,North America,Columbus,221,6.02
204.110.223.112,80,443,true,CMH,North America,Columbus,221,6.02
18.222.211.21,443,443,true,ORD,North America,Chicago,223,6.02
99.79.42.159,80,443,true,YUL,North America,Montréal,247,6.00
34.219.49.54,443,443,true,PDX,North America,Portland,199,5.99
35.166.175.92,443,443,true,PDX,North America,Portland,204,5.98
3.144.230.99,443,443,true,ORD,North America,Chicago,220,5.97
35.93.219.166,443,443,true,PDX,North America,Portland,216,5.97
204.110.223.193,80,443,true,CMH,North America,Columbus,225,5.95
52.53.233.216,80,443,true,SJC,North America,San Jose,184,5.94
3.96.124.222,80,443,true,YUL,North America,Montréal,247,5.92
99.79.56.124,80,443,true,YUL,North America,Montréal,366,5.92
15.223.115.92,80,443,true,YUL,North America,Montréal,254,5.92
3.99.180.197,443,443,true,YUL,North America,Montréal,244,5.92
3.144.111.61,443,443,true,ORD,North America,Chicago,224,5.91
18.184.19.101,2053,443,true,FRA,Europe,Frankfurt,172,5.91
34.221.167.251,443,443,true,PDX,North America,Portland,209,5.91
35.182.124.39,2053,443,true,YUL,North America,Montréal,251,5.90
34.241.39.16,2053,443,true,DUB,Europe,Dublin,170,5.90
15.157.62.190,80,443,true,YUL,North America,Montréal,244,5.88
204.110.223.35,80,443,true,CMH,North America,Columbus,224,5.88
35.88.175.184,443,443,true,PDX,North America,Portland,204,5.87
35.183.18.40,80,443,true,YUL,North America,Montréal,248,5.85
18.216.29.9,443,443,true,ORD,North America,Chicago,224,5.85
54.188.221.143,443,443,true,PDX,North America,Portland,198,5.83
204.110.223.239,80,443,true,CMH,North America,Columbus,220,5.81
35.94.207.87,443,443,true,PDX,North America,Portland,199,5.81
35.87.217.230,8443,443,true,SEA,North America,Seattle,203,5.77
3.131.235.86,2053,443,true,CMH,North America,Columbus,224,5.77
3.97.6.142,80,443,true,YUL,North America,Montréal,242,5.76
52.60.49.91,443,443,true,YUL,North America,Montréal,244,5.76
16.24.96.56,8443,443,true,MRS,Europe,Marseille,248,5.74
3.96.142.63,8443,443,true,DFW,North America,Dallas,244,5.71
15.223.1.101,80,443,true,YUL,North America,Montréal,241,5.71
18.220.102.187,443,443,true,ORD,North America,Chicago,221,5.71
35.94.146.137,443,443,true,PDX,North America,Portland,198,5.69
35.157.240.237,443,443,true,FRA,Europe,Frankfurt,171,5.69
35.87.48.228,443,443,true,PDX,North America,Portland,198,5.68
18.133.225.206,8080,443,true,LHR,Europe,London,172,5.67
3.96.148.53,80,443,true,YUL,North America,Montréal,254,5.66
3.97.173.206,80,443,true,YUL,North America,Montréal,242,5.64
204.110.223.7,443,443,true,CMH,North America,Columbus,224,5.64
35.90.164.101,443,443,true,PDX,North America,Portland,204,5.63
15.157.62.190,443,443,true,YUL,North America,Montréal,242,5.62
34.213.125.194,8443,443,true,PDX,North America,Portland,196,5.60
3.97.10.17,80,443,true,YUL,North America,Montréal,242,5.60
35.183.163.195,443,443,true,YUL,North America,Montréal,246,5.59
204.110.223.141,80,443,true,CMH,North America,Columbus,221,5.59
67.226.222.82,80,443,true,CMH,North America,Columbus,224,5.59
3.97.11.138,443,443,true,YUL,North America,Montréal,245,5.58
3.97.11.138,80,443,true,YUL,North America,Montréal,244,5.58
3.97.11.177,80,443,true,YUL,North America,Montréal,242,5.57
18.223.149.64,443,443,true,ORD,North America,Chicago,225,5.55
204.110.220.201,80,443,true,PDX,North America,Portland,203,5.53
52.10.78.7,443,443,true,PDX,North America,Portland,201,5.52
67.226.222.17,80,443,true,CMH,North America,Columbus,223,5.49
3.131.235.86,443,443,true,CMH,North America,Columbus,221,5.48
35.182.7.190,443,443,true,YUL,North America,Montréal,242,5.46
35.93.129.68,443,443,true,PDX,North America,Portland,197,5.42
3.97.8.218,80,443,true,YUL,North America,Montréal,248,5.41
204.110.223.23,80,443,true,CMH,North America,Columbus,220,5.41
3.15.147.151,2083,443,true,CMH,North America,Columbus,229,5.39
3.96.145.170,80,443,true,YUL,North America,Montréal,247,5.38
54.187.147.44,443,443,true,PDX,North America,Portland,199,5.37
35.183.236.94,80,443,true,YUL,North America,Montréal,253,5.36
35.85.40.93,443,443,true,PDX,North America,Portland,199,5.35
54.218.248.90,443,443,true,SEA,North America,Seattle,199,5.35
3.96.210.46,80,443,true,YUL,North America,Montréal,247,5.35
35.88.236.126,443,443,true,PDX,North America,Portland,203,5.33
15.156.203.151,8443,443,true,DFW,North America,Dallas,242,5.33
18.217.0.137,443,443,true,ORD,North America,Chicago,222,5.32
18.216.65.90,443,443,true,ORD,North America,Chicago,220,5.31
35.182.151.41,443,443,true,YUL,North America,Montréal,258,5.30
34.220.201.100,443,443,true,PDX,North America,Portland,195,5.30
35.87.217.42,443,443,true,PDX,North America,Portland,198,5.28
35.87.9.20,443,443,true,PDX,North America,Portland,208,5.28
34.218.232.172,443,443,true,PDX,North America,Portland,226,5.28
54.189.112.168,443,443,true,PDX,North America,Portland,203,5.26
35.182.118.148,80,443,true,YUL,North America,Montréal,243,5.25
18.117.142.169,443,443,true,ORD,North America,Chicago,222,5.25
3.96.192.138,80,443,true,YUL,North America,Montréal,245,5.18
35.86.85.30,443,443,true,PDX,North America,Portland,197,5.18
35.183.246.238,80,443,true,YUL,North America,Montréal,257,5.17
18.218.158.115,443,443,true,ORD,North America,Chicago,225,5.16
18.216.175.242,443,443,true,ORD,North America,Chicago,225,5.12
18.226.88.0,443,443,true,ORD,North America,Chicago,227,5.09
35.91.244.106,443,443,true,PDX,North America,Portland,231,5.08
54.201.223.120,443,443,true,PDX,North America,Portland,200,5.04
35.89.241.37,443,443,true,PDX,North America,Portland,249,5.03
18.220.87.153,80,443,true,CMH,North America,Columbus,229,5.03
204.110.223.7,80,443,true,CMH,North America,Columbus,225,5.00
18.221.42.42,443,443,true,ORD,North America,Chicago,223,4.98
13.114.123.213,80,443,true,KIX,Asia Pacific,Osaka,76,4.98
204.110.220.29,80,443,true,PDX,North America,Portland,207,4.93
16.24.82.102,2096,443,true,MRS,Europe,Marseille,260,4.80
3.15.31.255,443,443,true,ORD,North America,Chicago,226,4.73
67.226.222.4,80,443,true,CMH,North America,Columbus,224,4.72
3.29.240.3,2053,443,true,MRS,Europe,Marseille,281,4.70
3.144.80.78,2053,443,true,CMH,North America,Columbus,223,4.67
35.94.180.200,443,443,true,PDX,North America,Portland,199,4.65
35.89.131.154,443,443,true,PDX,North America,Portland,202,4.64
18.218.15.66,443,443,true,ORD,North America,Chicago,225,4.64
35.90.97.16,443,443,true,PDX,North America,Portland,202,4.64
18.217.130.112,443,443,true,ORD,North America,Chicago,226,4.59
3.29.115.162,8443,443,true,MRS,Europe,Marseille,272,4.56
3.29.240.3,8443,443,true,MRS,Europe,Marseille,273,4.53
