IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
8.210.146.108,2087,2087,true,HKG,Asia Pacific,Hong Kong,58,5.24
47.238.35.50,8443,8443,true,HKG,Asia Pacific,Hong Kong,42,5.24
47.243.70.186,8443,8443,true,HKG,Asia Pacific,Hong Kong,49,5.24
47.238.0.114,2096,2096,true,HKG,Asia Pacific,Hong Kong,106,5.24
8.222.249.190,2053,2053,true,SIN,Asia Pacific,Singapore,59,5.23
8.219.120.87,2053,2053,true,SIN,Asia Pacific,Singapore,45,5.22
47.245.114.163,2053,2053,true,SIN,Asia Pacific,Singapore,26,5.22
8.217.239.116,2096,2096,true,HKG,Asia Pacific,Hong Kong,613,5.22
8.210.43.213,2096,2096,true,HKG,Asia Pacific,Hong Kong,49,5.20
47.238.0.114,8443,8443,true,HKG,Asia Pacific,Hong Kong,47,5.20
47.245.86.230,2053,2053,true,SIN,Asia Pacific,Singapore,25,5.19
47.76.26.26,8443,8443,true,HKG,Asia Pacific,Hong Kong,41,5.19
47.242.59.216,2053,2053,true,HKG,Asia Pacific,Hong Kong,46,5.18
8.210.175.109,2096,2096,true,HKG,Asia Pacific,Hong Kong,98,5.18
47.243.203.119,2053,2053,true,HKG,Asia Pacific,Hong Kong,84,5.18
47.243.42.219,2083,2083,true,HKG,Asia Pacific,Hong Kong,263,5.18
8.210.244.38,2083,2083,true,HKG,Asia Pacific,Hong Kong,41,5.17
47.236.150.13,8443,8443,true,SIN,Asia Pacific,Singapore,87,5.16
47.236.9.152,8443,8443,true,SIN,Asia Pacific,Singapore,23,5.15
8.219.235.164,8443,8443,true,SIN,Asia Pacific,Singapore,63,5.15
8.219.83.71,2096,2096,true,SIN,Asia Pacific,Singapore,61,5.15
47.238.6.58,8443,8443,true,HKG,Asia Pacific,Hong Kong,76,5.14
8.218.146.204,2087,2087,true,HKG,Asia Pacific,Hong Kong,756,5.14
47.76.77.103,8443,8443,true,HKG,Asia Pacific,Hong Kong,107,5.14
47.76.178.146,2053,2053,true,HKG,Asia Pacific,Hong Kong,83,5.13
47.236.130.95,2096,2096,true,SIN,Asia Pacific,Singapore,45,5.12
8.210.245.224,2096,2096,true,HKG,Asia Pacific,Hong Kong,580,5.11
47.236.169.15,2096,2096,true,SIN,Asia Pacific,Singapore,67,5.11
8.222.249.190,2087,2087,true,SIN,Asia Pacific,Singapore,35,5.11
47.236.149.107,2087,2087,true,SIN,Asia Pacific,Singapore,75,5.10
47.245.126.151,2096,2096,true,SIN,Asia Pacific,Singapore,19,5.10
47.238.6.58,2087,2087,true,HKG,Asia Pacific,Hong Kong,63,5.09
47.238.35.50,2083,2083,true,HKG,Asia Pacific,Hong Kong,40,5.09
8.218.53.110,2083,2083,true,HKG,Asia Pacific,Hong Kong,75,5.09
47.236.150.13,2096,2096,true,SIN,Asia Pacific,Singapore,82,5.08
47.76.49.246,2087,2087,true,HKG,Asia Pacific,Hong Kong,109,5.07
47.245.86.230,2096,2096,true,SIN,Asia Pacific,Singapore,15,5.06
8.217.207.60,2096,2096,true,HKG,Asia Pacific,Hong Kong,545,5.06
47.242.202.230,443,443,true,HKG,Asia Pacific,Hong Kong,67,5.06
8.210.203.7,2096,2096,true,HKG,Asia Pacific,Hong Kong,40,5.06
8.219.229.190,8443,8443,true,SIN,Asia Pacific,Singapore,21,5.06
47.76.49.246,2083,2083,true,HKG,Asia Pacific,Hong Kong,70,5.05
8.222.169.222,2083,2083,true,SIN,Asia Pacific,Singapore,61,5.04
8.219.189.143,8443,8443,true,SIN,Asia Pacific,Singapore,47,5.03
8.219.66.156,2087,2087,true,NRT,Asia Pacific,Tokyo,103,5.03
8.210.164.75,2083,2083,true,HKG,Asia Pacific,Hong Kong,51,5.03
8.217.221.165,2083,2083,true,HKG,Asia Pacific,Hong Kong,76,5.02
47.243.18.199,2083,2083,true,HKG,Asia Pacific,Hong Kong,39,5.01
47.76.32.108,2083,2083,true,HKG,Asia Pacific,Hong Kong,52,5.01
8.219.104.37,2087,2087,true,SIN,Asia Pacific,Singapore,61,5.00
8.218.146.204,2083,2083,true,HKG,Asia Pacific,Hong Kong,460,4.99
8.217.232.246,8443,8443,true,HKG,Asia Pacific,Hong Kong,82,4.99
8.222.164.209,2053,2053,true,SIN,Asia Pacific,Singapore,59,4.98
47.76.189.102,2096,2096,true,HKG,Asia Pacific,Hong Kong,34,4.98
47.245.126.151,2087,2087,true,SIN,Asia Pacific,Singapore,16,4.97
47.238.131.39,8443,8443,true,HKG,Asia Pacific,Hong Kong,117,4.97
47.238.6.102,2053,2053,true,HKG,Asia Pacific,Hong Kong,42,4.97
47.238.0.114,2087,2087,true,HKG,Asia Pacific,Hong Kong,39,4.97
47.236.165.25,2087,2087,true,SIN,Asia Pacific,Singapore,65,4.96
47.236.17.193,2053,2053,true,SIN,Asia Pacific,Singapore,70,4.96
47.238.43.79,2083,2083,true,HKG,Asia Pacific,Hong Kong,45,4.92
47.243.67.28,2053,2053,true,HKG,Asia Pacific,Hong Kong,62,4.92
47.76.214.139,2053,2053,true,HKG,Asia Pacific,Hong Kong,84,4.92
8.217.123.243,2096,2096,true,HKG,Asia Pacific,Hong Kong,68,4.91
8.219.161.129,2083,2083,true,SIN,Asia Pacific,Singapore,71,4.91
8.217.239.116,2087,2087,true,HKG,Asia Pacific,Hong Kong,286,4.91
8.210.3.24,8443,8443,true,HKG,Asia Pacific,Hong Kong,624,4.90
47.243.51.171,2053,2053,true,HKG,Asia Pacific,Hong Kong,46,4.90
8.217.232.246,2053,2053,true,HKG,Asia Pacific,Hong Kong,128,4.90
8.217.50.252,2087,2087,true,HKG,Asia Pacific,Hong Kong,88,4.89
8.219.40.37,2087,2087,true,SIN,Asia Pacific,Singapore,37,4.89
47.76.227.40,2096,2096,true,HKG,Asia Pacific,Hong Kong,107,4.89
47.236.5.223,2096,2096,true,SIN,Asia Pacific,Singapore,96,4.89
47.76.213.245,2053,2053,true,HKG,Asia Pacific,Hong Kong,116,4.87
8.210.146.108,2083,2083,true,HKG,Asia Pacific,Hong Kong,56,4.87
8.218.85.128,443,443,true,HKG,Asia Pacific,Hong Kong,351,4.87
47.238.43.79,8443,8443,true,HKG,Asia Pacific,Hong Kong,38,4.85
47.242.125.241,2053,2053,true,HKG,Asia Pacific,Hong Kong,323,4.85
8.217.221.165,2083,2083,true,HKG,Asia Pacific,Hong Kong,638,4.85
47.236.5.223,2083,2083,true,SIN,Asia Pacific,Singapore,49,4.84
47.236.10.182,2087,2087,true,SIN,Asia Pacific,Singapore,84,4.84
8.217.250.222,2087,2087,true,HKG,Asia Pacific,Hong Kong,70,4.84
47.237.121.38,2087,2087,true,SIN,Asia Pacific,Singapore,92,4.82
47.243.173.187,8443,8443,true,HKG,Asia Pacific,Hong Kong,55,4.82
47.237.92.26,2096,2096,true,SIN,Asia Pacific,Singapore,73,4.82
47.236.10.182,2053,2053,true,SIN,Asia Pacific,Singapore,88,4.80
8.219.126.240,8443,8443,true,SIN,Asia Pacific,Singapore,61,4.80
8.219.210.64,2087,2087,true,SIN,Asia Pacific,Singapore,127,4.80
47.242.42.153,2087,2087,true,HKG,Asia Pacific,Hong Kong,58,4.80
47.242.125.241,2083,2083,true,HKG,Asia Pacific,Hong Kong,87,4.80
47.238.6.58,2096,2096,true,HKG,Asia Pacific,Hong Kong,94,4.80
8.210.85.222,2096,2096,true,HKG,Asia Pacific,Hong Kong,38,4.80
47.76.49.246,2096,2096,true,HKG,Asia Pacific,Hong Kong,44,4.79
8.219.174.142,2096,2096,true,SIN,Asia Pacific,Singapore,76,4.78
47.238.5.0,2087,2087,true,HKG,Asia Pacific,Hong Kong,64,4.78
8.222.249.190,2083,2083,true,SIN,Asia Pacific,Singapore,56,4.77
47.237.121.38,2053,2053,true,SIN,Asia Pacific,Singapore,66,4.77
47.236.9.152,2087,2087,true,SIN,Asia Pacific,Singapore,34,4.77
47.238.0.114,2053,2053,true,HKG,Asia Pacific,Hong Kong,60,4.76
8.219.83.201,2096,2096,true,SIN,Asia Pacific,Singapore,97,4.76
47.237.95.140,2053,2053,true,SIN,Asia Pacific,Singapore,68,4.76
8.210.156.6,2083,2083,true,HKG,Asia Pacific,Hong Kong,41,4.75
47.242.155.183,2096,2096,true,HKG,Asia Pacific,Hong Kong,136,4.73
47.245.105.224,2096,2096,true,SIN,Asia Pacific,Singapore,17,4.73
47.236.75.152,8443,8443,true,SIN,Asia Pacific,Singapore,66,4.73
47.243.173.187,2096,2096,true,HKG,Asia Pacific,Hong Kong,43,4.73
8.218.53.110,8443,8443,true,HKG,Asia Pacific,Hong Kong,56,4.72
47.238.40.58,2096,2096,true,HKG,Asia Pacific,Hong Kong,46,4.72
8.219.201.245,2096,2096,true,SIN,Asia Pacific,Singapore,631,4.71
47.242.59.216,2053,2053,true,HKG,Asia Pacific,Hong Kong,156,4.70
47.237.8.82,2087,2087,true,SIN,Asia Pacific,Singapore,65,4.69
8.219.201.8,8443,8443,true,SIN,Asia Pacific,Singapore,48,4.69
8.218.122.55,2087,2087,true,HKG,Asia Pacific,Hong Kong,90,4.68
47.237.92.26,8443,8443,true,SIN,Asia Pacific,Singapore,92,4.68
8.222.237.131,2096,2096,true,SIN,Asia Pacific,Singapore,38,4.68
8.219.248.47,2087,2087,true,SIN,Asia Pacific,Singapore,51,4.67
8.219.42.72,2096,2096,true,SIN,Asia Pacific,Singapore,59,4.66
47.243.42.219,2096,2096,true,HKG,Asia Pacific,Hong Kong,618,4.66
8.210.3.24,2053,2053,true,HKG,Asia Pacific,Hong Kong,460,4.62
8.218.181.189,2096,2096,true,HKG,Asia Pacific,Hong Kong,53,4.62
8.217.239.116,2087,2087,true,HKG,Asia Pacific,Hong Kong,254,4.62
8.217.50.252,2096,2096,true,HKG,Asia Pacific,Hong Kong,58,4.61
47.238.35.50,2053,2053,true,HKG,Asia Pacific,Hong Kong,91,4.61
8.210.39.96,2053,2053,true,HKG,Asia Pacific,Hong Kong,621,4.59
8.219.189.143,2083,2083,true,SIN,Asia Pacific,Singapore,54,4.59
8.210.244.38,2053,2053,true,HKG,Asia Pacific,Hong Kong,141,4.59
47.76.189.214,443,443,true,HKG,Asia Pacific,Hong Kong,44,4.59
47.238.40.58,2096,2096,true,HKG,Asia Pacific,Hong Kong,98,4.58
8.219.78.1,443,443,true,SIN,Asia Pacific,Singapore,55,4.58
8.218.155.238,2087,2087,true,HKG,Asia Pacific,Hong Kong,76,4.58
47.243.42.155,2083,2083,true,HKG,Asia Pacific,Hong Kong,85,4.58
47.237.82.15,2087,2087,true,SIN,Asia Pacific,Singapore,43,4.57
8.219.111.147,443,443,true,SIN,Asia Pacific,Singapore,49,4.57
8.217.147.230,2096,2096,true,HKG,Asia Pacific,Hong Kong,50,4.57
47.76.26.26,2083,2083,true,HKG,Asia Pacific,Hong Kong,54,4.56
47.242.7.162,2083,2083,true,HKG,Asia Pacific,Hong Kong,90,4.55
8.222.244.192,2083,2083,true,SIN,Asia Pacific,Singapore,48,4.55
8.217.91.121,2096,2096,true,HKG,Asia Pacific,Hong Kong,50,4.55
8.218.204.128,443,443,true,HKG,Asia Pacific,Hong Kong,134,4.54
8.217.149.28,2087,2087,true,HKG,Asia Pacific,Hong Kong,480,4.54
8.210.39.96,2096,2096,true,HKG,Asia Pacific,Hong Kong,557,4.52
8.219.111.175,2087,2087,true,SIN,Asia Pacific,Singapore,60,4.52
47.76.192.24,2053,2053,true,HKG,Asia Pacific,Hong Kong,106,4.52
8.210.42.171,8443,8443,true,HKG,Asia Pacific,Hong Kong,39,4.51
47.236.232.148,2083,2083,true,SIN,Asia Pacific,Singapore,63,4.51
47.238.131.39,2096,2096,true,HKG,Asia Pacific,Hong Kong,81,4.51
8.217.221.165,2053,2053,true,HKG,Asia Pacific,Hong Kong,545,4.50
47.238.6.102,8443,8443,true,HKG,Asia Pacific,Hong Kong,51,4.49
8.222.150.197,2083,2083,true,SIN,Asia Pacific,Singapore,31,4.48
47.238.6.58,2096,2096,true,HKG,Asia Pacific,Hong Kong,42,4.48
8.219.198.139,2083,2083,true,SIN,Asia Pacific,Singapore,46,4.48
47.242.202.230,2083,2083,true,HKG,Asia Pacific,Hong Kong,81,4.48
8.210.63.130,2087,2087,true,HKG,Asia Pacific,Hong Kong,76,4.48
8.219.5.10,2053,2053,true,SIN,Asia Pacific,Singapore,96,4.47
8.210.89.245,2053,2053,true,HKG,Asia Pacific,Hong Kong,204,4.47
47.76.77.103,2083,2083,true,HKG,Asia Pacific,Hong Kong,520,4.46
47.243.90.180,2053,2053,true,HKG,Asia Pacific,Hong Kong,39,4.46
8.222.215.228,2053,2053,true,SIN,Asia Pacific,Singapore,41,4.46
8.218.18.132,8443,8443,true,HKG,Asia Pacific,Hong Kong,185,4.45
8.217.221.165,2087,2087,true,HKG,Asia Pacific,Hong Kong,408,4.44
8.210.48.107,8443,8443,true,HKG,Asia Pacific,Hong Kong,59,4.43
47.236.172.71,2096,2096,true,SIN,Asia Pacific,Singapore,63,4.42
47.245.86.230,2087,2087,true,SIN,Asia Pacific,Singapore,24,4.42
47.242.59.216,2087,2087,true,HKG,Asia Pacific,Hong Kong,49,4.40
8.210.89.245,2083,2083,true,HKG,Asia Pacific,Hong Kong,600,4.40
47.76.214.139,2083,2083,true,HKG,Asia Pacific,Hong Kong,45,4.40
47.245.118.70,2053,2053,true,SIN,Asia Pacific,Singapore,45,4.39
8.218.228.152,2096,2096,true,HKG,Asia Pacific,Hong Kong,93,4.39
8.217.232.246,8443,8443,true,HKG,Asia Pacific,Hong Kong,111,4.36
47.242.119.104,2087,2087,true,HKG,Asia Pacific,Hong Kong,45,4.35
47.250.159.36,80,443,true,SIN,Asia Pacific,Singapore,31,4.35
47.236.17.193,2096,2096,true,SIN,Asia Pacific,Singapore,36,4.34
47.238.6.102,2083,2083,true,HKG,Asia Pacific,Hong Kong,85,4.34
8.222.244.192,2053,2053,true,SIN,Asia Pacific,Singapore,30,4.33
8.217.239.116,2096,2096,true,HKG,Asia Pacific,Hong Kong,297,4.33
47.76.178.146,8443,8443,true,HKG,Asia Pacific,Hong Kong,93,4.33
47.242.232.14,2053,2053,true,HKG,Asia Pacific,Hong Kong,48,4.31
47.238.43.79,2053,2053,true,HKG,Asia Pacific,Hong Kong,139,4.31
47.76.178.146,2083,2083,true,HKG,Asia Pacific,Hong Kong,87,4.31
8.219.248.47,443,443,true,SIN,Asia Pacific,Singapore,39,4.31
47.236.75.152,2083,2083,true,SIN,Asia Pacific,Singapore,52,4.31
8.219.248.47,2083,2083,true,SIN,Asia Pacific,Singapore,47,4.30
8.210.65.1,2053,2053,true,HKG,Asia Pacific,Hong Kong,512,4.29
8.222.181.117,8443,8443,true,SIN,Asia Pacific,Singapore,508,4.27
47.76.94.15,2053,2053,true,HKG,Asia Pacific,Hong Kong,282,4.25
8.218.174.118,8443,8443,true,HKG,Asia Pacific,Hong Kong,55,4.25
47.245.114.163,2087,2087,true,SIN,Asia Pacific,Singapore,40,4.24
47.242.107.109,2096,2096,true,HKG,Asia Pacific,Hong Kong,135,4.24
8.222.193.65,443,443,true,SIN,Asia Pacific,Singapore,72,4.24
47.250.159.165,80,443,true,SIN,Asia Pacific,Singapore,57,4.24
47.243.42.155,2096,2096,true,HKG,Asia Pacific,Hong Kong,85,4.23
47.245.114.163,8443,8443,true,SIN,Asia Pacific,Singapore,11,4.23
47.250.155.143,80,443,true,SIN,Asia Pacific,Singapore,49,4.23
8.218.201.73,2096,2096,true,HKG,Asia Pacific,Hong Kong,255,4.23
8.219.78.188,2053,2053,true,SIN,Asia Pacific,Singapore,62,4.23
8.219.235.164,2053,2053,true,SIN,Asia Pacific,Singapore,47,4.22
47.250.150.193,80,443,true,SIN,Asia Pacific,Singapore,15,4.22
8.210.9.129,2083,2083,true,HKG,Asia Pacific,Hong Kong,554,4.22
8.210.43.213,2083,2083,true,HKG,Asia Pacific,Hong Kong,47,4.21
8.218.207.169,2053,2053,true,HKG,Asia Pacific,Hong Kong,261,4.21
8.217.72.0,2087,2087,true,SIN,Asia Pacific,Singapore,102,4.21
47.250.155.74,80,443,true,SIN,Asia Pacific,Singapore,9,4.21
47.250.159.165,80,443,true,SIN,Asia Pacific,Singapore,8,4.20
8.217.121.207,8443,8443,true,HKG,Asia Pacific,Hong Kong,37,4.19
47.76.227.128,2083,2083,true,HKG,Asia Pacific,Hong Kong,97,4.19
8.222.193.65,8443,8443,true,SIN,Asia Pacific,Singapore,431,4.19
47.250.149.42,80,443,true,SIN,Asia Pacific,Singapore,34,4.19
8.213.208.51,8443,443,true,SIN,Asia Pacific,Singapore,26,4.18
47.250.155.143,80,443,true,SIN,Asia Pacific,Singapore,10,4.18
47.250.155.74,80,443,true,SIN,Asia Pacific,Singapore,49,4.18
47.236.117.48,2083,2083,true,SIN,Asia Pacific,Singapore,66,4.18
47.243.42.219,8443,8443,true,HKG,Asia Pacific,Hong Kong,271,4.17
8.210.175.109,8443,8443,true,HKG,Asia Pacific,Hong Kong,41,4.17
8.213.208.51,8443,443,true,SIN,Asia Pacific,Singapore,48,4.16
8.217.221.165,2096,2096,true,HKG,Asia Pacific,Hong Kong,104,4.16
47.250.152.108,8443,443,true,SIN,Asia Pacific,Singapore,83,4.15
47.74.90.87,8443,443,true,SYD,Oceania,Sydney,122,4.15
47.74.91.29,8443,443,true,SYD,Oceania,Sydney,109,4.15
8.219.193.202,2096,2096,true,SIN,Asia Pacific,Singapore,49,4.15
8.217.149.28,8443,8443,true,HKG,Asia Pacific,Hong Kong,62,4.14
47.250.153.55,80,443,true,SIN,Asia Pacific,Singapore,53,4.14
47.243.139.85,2087,2087,true,HKG,Asia Pacific,Hong Kong,139,4.13
47.236.197.190,8443,443,true,SIN,Asia Pacific,Singapore,104,4.12
8.210.164.75,2053,2053,true,HKG,Asia Pacific,Hong Kong,62,4.12
8.209.217.106,443,443,true,NRT,Asia Pacific,Tokyo,69,4.11
8.217.66.3,2083,2083,true,HKG,Asia Pacific,Hong Kong,48,4.11
8.217.50.252,8443,8443,true,HKG,Asia Pacific,Hong Kong,38,4.09
47.243.183.127,2083,2083,true,HKG,Asia Pacific,Hong Kong,289,4.09
47.242.107.109,2053,2053,true,HKG,Asia Pacific,Hong Kong,40,4.08
47.243.51.171,2083,2083,true,HKG,Asia Pacific,Hong Kong,35,4.08
8.219.237.250,2053,2053,true,SIN,Asia Pacific,Singapore,76,4.08
47.76.100.62,443,443,true,HKG,Asia Pacific,Hong Kong,86,4.07
8.218.98.75,2053,2053,true,HKG,Asia Pacific,Hong Kong,71,4.06
47.243.173.187,2087,2087,true,HKG,Asia Pacific,Hong Kong,95,4.05
8.222.187.4,2096,2096,true,SIN,Asia Pacific,Singapore,58,4.05
8.217.193.25,2087,2087,true,HKG,Asia Pacific,Hong Kong,115,4.05
8.210.101.157,2053,2053,true,HKG,Asia Pacific,Hong Kong,475,4.05
8.219.6.150,2087,2087,true,SIN,Asia Pacific,Singapore,32,4.04
8.218.85.128,2053,2053,true,HKG,Asia Pacific,Hong Kong,94,4.03
8.219.67.133,2096,2096,true,SIN,Asia Pacific,Singapore,68,4.03
8.222.128.32,443,443,true,SIN,Asia Pacific,Singapore,41,4.03
8.222.237.131,2087,2087,true,SIN,Asia Pacific,Singapore,51,4.03
8.210.192.93,2096,2096,true,HKG,Asia Pacific,Hong Kong,124,4.03
47.238.52.160,80,443,true,SIN,Asia Pacific,Singapore,43,4.03
47.243.183.127,2096,2096,true,HKG,Asia Pacific,Hong Kong,84,4.03
8.222.165.117,8443,8443,true,SIN,Asia Pacific,Singapore,46,4.03
8.210.85.222,2083,2083,true,HKG,Asia Pacific,Hong Kong,87,4.03
8.210.34.188,2087,2087,true,HKG,Asia Pacific,Hong Kong,43,4.03
8.219.237.250,2053,2053,true,SIN,Asia Pacific,Singapore,104,4.02
47.238.36.250,80,443,true,SIN,Asia Pacific,Singapore,53,4.02
47.236.232.148,2096,2096,true,SIN,Asia Pacific,Singapore,46,4.01
8.217.154.218,8443,8443,true,HKG,Asia Pacific,Hong Kong,38,4.01
47.76.227.40,2087,2087,true,HKG,Asia Pacific,Hong Kong,35,4.01
8.210.43.213,2087,2087,true,HKG,Asia Pacific,Hong Kong,52,4.01
8.210.192.93,2096,2096,true,HKG,Asia Pacific,Hong Kong,397,4.01
47.76.166.41,443,443,true,HKG,Asia Pacific,Hong Kong,54,4.01
47.76.225.255,2087,2087,true,HKG,Asia Pacific,Hong Kong,40,4.00
47.238.6.102,2096,2096,true,HKG,Asia Pacific,Hong Kong,58,3.99
47.236.121.23,2053,2053,true,SIN,Asia Pacific,Singapore,58,3.99
8.222.244.192,2096,2096,true,SIN,Asia Pacific,Singapore,32,3.99
8.217.66.3,2087,2087,true,HKG,Asia Pacific,Hong Kong,55,3.98
8.219.111.175,2053,2053,true,SIN,Asia Pacific,Singapore,50,3.97
47.238.36.145,80,443,true,SIN,Asia Pacific,Singapore,57,3.97
8.217.250.5,2096,2096,true,HKG,Asia Pacific,Hong Kong,60,3.96
47.238.36.145,80,443,true,SIN,Asia Pacific,Singapore,50,3.96
8.211.2.2,8443,443,true,FRA,Europe,Frankfurt,191,3.96
8.218.81.14,2087,2087,true,HKG,Asia Pacific,Hong Kong,334,3.96
47.250.153.55,80,443,true,SIN,Asia Pacific,Singapore,7,3.96
8.222.222.64,2087,2087,true,SIN,Asia Pacific,Singapore,26,3.95
8.222.237.131,2053,2053,true,SIN,Asia Pacific,Singapore,26,3.95
47.243.90.180,8443,8443,true,HKG,Asia Pacific,Hong Kong,47,3.95
47.76.243.157,80,443,true,SIN,Asia Pacific,Singapore,112,3.95
47.76.77.103,2053,2053,true,HKG,Asia Pacific,Hong Kong,46,3.94
8.219.84.214,8443,8443,true,SIN,Asia Pacific,Singapore,50,3.94
8.217.145.40,2083,2083,true,HKG,Asia Pacific,Hong Kong,522,3.94
8.218.11.90,2096,2096,true,HKG,Asia Pacific,Hong Kong,250,3.94
8.217.91.121,2053,2053,true,HKG,Asia Pacific,Hong Kong,74,3.94
8.222.160.176,2087,2087,true,SIN,Asia Pacific,Singapore,29,3.93
47.245.142.16,8443,443,true,FRA,Europe,Frankfurt,153,3.92
47.243.203.119,2087,2087,true,HKG,Asia Pacific,Hong Kong,48,3.92
8.218.122.55,2087,2087,true,HKG,Asia Pacific,Hong Kong,562,3.92
47.76.243.157,80,443,true,SIN,Asia Pacific,Singapore,40,3.92
47.238.44.224,80,443,true,SIN,Asia Pacific,Singapore,53,3.92
8.222.249.190,8443,8443,true,SIN,Asia Pacific,Singapore,33,3.91
47.238.36.250,80,443,true,SIN,Asia Pacific,Singapore,45,3.90
8.210.63.130,2096,2096,true,HKG,Asia Pacific,Hong Kong,57,3.89
47.236.121.23,2096,2096,true,SIN,Asia Pacific,Singapore,49,3.88
47.242.7.162,8443,8443,true,HKG,Asia Pacific,Hong Kong,85,3.88
47.238.44.224,80,443,true,SIN,Asia Pacific,Singapore,93,3.87
47.76.227.40,2053,2053,true,HKG,Asia Pacific,Hong Kong,53,3.86
8.219.83.201,2087,2087,true,SIN,Asia Pacific,Singapore,58,3.85
47.242.176.185,443,443,true,HKG,Asia Pacific,Hong Kong,66,3.85
8.217.66.3,2053,2053,true,HKG,Asia Pacific,Hong Kong,88,3.85
8.218.204.128,2087,2087,true,HKG,Asia Pacific,Hong Kong,173,3.84
47.236.87.246,2053,2053,true,SIN,Asia Pacific,Singapore,57,3.84
47.236.5.223,8443,8443,true,SIN,Asia Pacific,Singapore,130,3.84
8.209.217.106,443,443,true,NRT,Asia Pacific,Tokyo,68,3.84
8.222.244.192,2087,2087,true,SIN,Asia Pacific,Singapore,56,3.84
47.76.254.36,80,443,true,SIN,Asia Pacific,Singapore,147,3.83
47.237.125.8,8443,8443,true,SIN,Asia Pacific,Singapore,43,3.82
47.76.32.108,2087,2087,true,HKG,Asia Pacific,Hong Kong,88,3.81
47.238.6.102,2096,2096,true,HKG,Asia Pacific,Hong Kong,53,3.81
47.236.75.163,8443,443,true,SIN,Asia Pacific,Singapore,41,3.81
47.245.105.224,8443,8443,true,SIN,Asia Pacific,Singapore,6,3.81
47.76.37.57,2087,2087,true,HKG,Asia Pacific,Hong Kong,417,3.80
47.76.94.15,8443,8443,true,HKG,Asia Pacific,Hong Kong,50,3.80
47.238.43.79,8443,8443,true,HKG,Asia Pacific,Hong Kong,42,3.80
8.210.100.23,8443,8443,true,HKG,Asia Pacific,Hong Kong,114,3.80
