IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
8.219.1.92,2083,2083,true,SIN,Asia Pacific,Singapore,32,5.72
47.76.32.108,2053,2053,true,HKG,Asia Pacific,Hong Kong,68,5.71
47.76.204.76,2096,2096,true,HKG,Asia Pacific,Hong Kong,73,5.71
8.219.114.201,2083,2083,true,SIN,Asia Pacific,Singapore,72,5.70
8.217.66.3,8443,8443,true,HKG,Asia Pacific,Hong Kong,107,5.70
8.210.244.38,2053,2053,true,HKG,Asia Pacific,Hong Kong,55,5.70
8.218.2.181,2083,2083,true,HKG,Asia Pacific,Hong Kong,83,5.70
47.236.121.23,2083,2083,true,SIN,Asia Pacific,Singapore,50,5.70
8.218.8.142,2053,2053,true,HKG,Asia Pacific,Hong Kong,40,5.69
8.219.103.65,2096,2096,true,SIN,Asia Pacific,Singapore,50,5.69
8.222.237.131,2083,2083,true,SIN,Asia Pacific,Singapore,66,5.68
8.218.74.119,2083,2083,true,HKG,Asia Pacific,Hong Kong,67,5.68
8.219.120.87,2083,2083,true,SIN,Asia Pacific,Singapore,53,5.67
8.222.162.45,8443,8443,true,SIN,Asia Pacific,Singapore,62,5.67
8.219.77.222,2053,2053,true,SIN,Asia Pacific,Singapore,54,5.67
47.242.174.27,2083,2083,true,HKG,Asia Pacific,Hong Kong,52,5.67
8.210.174.156,2096,2096,true,HKG,Asia Pacific,Hong Kong,54,5.67
47.236.205.188,8443,8443,true,SIN,Asia Pacific,Singapore,51,5.67
8.222.208.38,2053,2053,true,SIN,Asia Pacific,Singapore,59,5.66
8.210.164.75,2083,2083,true,HKG,Asia Pacific,Hong Kong,56,5.66
8.219.229.190,2083,2083,true,SIN,Asia Pacific,Singapore,67,5.66
8.210.245.224,2096,2096,true,HKG,Asia Pacific,Hong Kong,49,5.65
47.236.169.164,2096,2096,true,SIN,Asia Pacific,Singapore,78,5.65
47.76.227.128,2096,2096,true,HKG,Asia Pacific,Hong Kong,38,5.65
8.218.48.92,2087,2087,true,HKG,Asia Pacific,Hong Kong,53,5.65
47.242.17.250,2087,2087,true,HKG,Asia Pacific,Hong Kong,49,5.64
8.218.178.79,8443,8443,true,HKG,Asia Pacific,Hong Kong,60,5.64
47.76.29.115,8443,8443,true,HKG,Asia Pacific,Hong Kong,56,5.64
47.243.5.154,8443,8443,true,HKG,Asia Pacific,Hong Kong,73,5.63
47.236.180.51,2087,2087,true,SIN,Asia Pacific,Singapore,47,5.63
47.242.59.216,2053,2053,true,HKG,Asia Pacific,Hong Kong,49,5.62
8.210.245.224,2087,2087,true,HKG,Asia Pacific,Hong Kong,41,5.61
47.242.17.250,8443,8443,true,HKG,Asia Pacific,Hong Kong,43,5.60
47.243.67.28,2083,2083,true,HKG,Asia Pacific,Hong Kong,64,5.60
8.218.142.253,2087,2087,true,HKG,Asia Pacific,Hong Kong,43,5.59
47.238.43.79,2083,2083,true,HKG,Asia Pacific,Hong Kong,101,5.59
8.222.222.64,2083,2083,true,SIN,Asia Pacific,Singapore,42,5.59
8.210.89.245,2096,2096,true,HKG,Asia Pacific,Hong Kong,50,5.59
47.238.43.79,2087,2087,true,HKG,Asia Pacific,Hong Kong,68,5.59
8.218.22.210,2087,2087,true,HKG,Asia Pacific,Hong Kong,49,5.57
8.210.107.246,2087,2087,true,HKG,Asia Pacific,Hong Kong,45,5.56
8.222.237.131,2083,2083,true,SIN,Asia Pacific,Singapore,81,5.56
8.210.174.156,2087,2087,true,HKG,Asia Pacific,Hong Kong,54,5.55
47.242.79.71,2083,2083,true,HKG,Asia Pacific,Hong Kong,44,5.55
47.238.6.58,2096,2096,true,HKG,Asia Pacific,Hong Kong,71,5.54
47.243.255.224,2053,2053,true,HKG,Asia Pacific,Hong Kong,37,5.54
8.217.147.230,2096,2096,true,HKG,Asia Pacific,Hong Kong,46,5.53
47.76.203.101,2096,2096,true,HKG,Asia Pacific,Hong Kong,75,5.53
8.219.111.175,2053,2053,true,SIN,Asia Pacific,Singapore,73,5.53
8.222.208.38,443,443,true,SIN,Asia Pacific,Singapore,45,5.53
8.210.55.134,2087,2087,true,HKG,Asia Pacific,Hong Kong,57,5.53
8.217.127.73,2096,2096,true,HKG,Asia Pacific,Hong Kong,73,5.52
47.238.131.39,2053,2053,true,HKG,Asia Pacific,Hong Kong,64,5.52
8.210.3.24,8443,8443,true,HKG,Asia Pacific,Hong Kong,83,5.52
47.245.86.230,2083,2083,true,SIN,Asia Pacific,Singapore,64,5.51
8.219.193.202,8443,8443,true,SIN,Asia Pacific,Singapore,49,5.51
47.242.42.153,2087,2087,true,HKG,Asia Pacific,Hong Kong,44,5.51
8.222.193.65,2053,2053,true,SIN,Asia Pacific,Singapore,45,5.50
47.236.205.188,2083,2083,true,SIN,Asia Pacific,Singapore,117,5.50
8.222.193.65,2083,2083,true,SIN,Asia Pacific,Singapore,69,5.49
47.242.7.162,2083,2083,true,HKG,Asia Pacific,Hong Kong,95,5.49
47.245.105.224,8443,8443,true,SIN,Asia Pacific,Singapore,32,5.49
47.236.10.100,2087,2087,true,SIN,Asia Pacific,Singapore,9,5.48
47.237.11.182,2096,2096,true,SIN,Asia Pacific,Singapore,67,5.47
47.236.10.100,8443,8443,true,SIN,Asia Pacific,Singapore,43,5.47
8.219.194.170,8443,8443,true,SIN,Asia Pacific,Singapore,53,5.47
8.218.18.132,2087,2087,true,HKG,Asia Pacific,Hong Kong,132,5.45
47.236.169.141,2087,2087,true,SIN,Asia Pacific,Singapore,63,5.44
8.217.145.40,2087,2087,true,HKG,Asia Pacific,Hong Kong,42,5.43
47.238.5.0,8443,8443,true,HKG,Asia Pacific,Hong Kong,107,5.42
8.210.244.38,2083,2083,true,HKG,Asia Pacific,Hong Kong,84,5.42
47.236.180.24,8443,8443,true,SIN,Asia Pacific,Singapore,53,5.42
8.218.48.92,2096,2096,true,HKG,Asia Pacific,Hong Kong,50,5.42
8.219.220.88,2087,2087,true,SIN,Asia Pacific,Singapore,62,5.42
47.243.26.83,2087,2087,true,HKG,Asia Pacific,Hong Kong,101,5.41
47.76.26.26,8443,8443,true,HKG,Asia Pacific,Hong Kong,56,5.41
8.219.42.72,2053,2053,true,SIN,Asia Pacific,Singapore,116,5.41
47.238.5.0,2087,2087,true,HKG,Asia Pacific,Hong Kong,71,5.40
8.222.244.192,2087,2087,true,SIN,Asia Pacific,Singapore,73,5.40
8.219.170.232,2083,2083,true,SIN,Asia Pacific,Singapore,90,5.39
47.236.5.223,2053,2053,true,SIN,Asia Pacific,Singapore,50,5.39
8.210.63.130,2053,2053,true,HKG,Asia Pacific,Hong Kong,47,5.39
47.236.10.182,2096,2096,true,SIN,Asia Pacific,Singapore,64,5.38
8.210.3.24,8443,8443,true,HKG,Asia Pacific,Hong Kong,56,5.38
8.218.52.115,2083,2083,true,HKG,Asia Pacific,Hong Kong,69,5.38
47.245.84.124,2083,2083,true,SIN,Asia Pacific,Singapore,25,5.38
47.236.75.152,2096,2096,true,SIN,Asia Pacific,Singapore,47,5.37
8.218.143.10,2087,2087,true,HKG,Asia Pacific,Hong Kong,86,5.37
8.218.65.237,2096,2096,true,HKG,Asia Pacific,Hong Kong,46,5.37
8.219.237.250,8443,8443,true,SIN,Asia Pacific,Singapore,39,5.37
47.237.125.8,2053,2053,true,SIN,Asia Pacific,Singapore,60,5.37
47.238.131.39,8443,8443,true,HKG,Asia Pacific,Hong Kong,55,5.36
47.243.5.154,2087,2087,true,HKG,Asia Pacific,Hong Kong,54,5.36
8.210.164.75,2096,2096,true,HKG,Asia Pacific,Hong Kong,43,5.35
8.210.245.224,2083,2083,true,HKG,Asia Pacific,Hong Kong,80,5.35
8.218.174.118,2096,2096,true,HKG,Asia Pacific,Hong Kong,63,5.35
47.237.125.8,2087,2087,true,SIN,Asia Pacific,Singapore,88,5.34
47.245.126.151,2087,2087,true,SIN,Asia Pacific,Singapore,35,5.33
8.219.198.139,2087,2087,true,SIN,Asia Pacific,Singapore,52,5.33
47.245.105.224,2083,2083,true,SIN,Asia Pacific,Singapore,26,5.31
8.217.121.207,2096,2096,true,HKG,Asia Pacific,Hong Kong,65,5.31
8.219.86.200,8443,8443,true,SIN,Asia Pacific,Singapore,41,5.31
47.245.118.70,2083,2083,true,SIN,Asia Pacific,Singapore,24,5.31
47.236.10.100,2096,2096,true,SIN,Asia Pacific,Singapore,73,5.30
8.222.214.231,8443,8443,true,SIN,Asia Pacific,Singapore,34,5.30
47.238.40.58,2087,2087,true,HKG,Asia Pacific,Hong Kong,42,5.29
8.217.250.5,2087,2087,true,HKG,Asia Pacific,Hong Kong,89,5.29
47.243.255.224,2087,2087,true,HKG,Asia Pacific,Hong Kong,61,5.29
47.243.86.79,8443,8443,true,HKG,Asia Pacific,Hong Kong,63,5.29
47.236.17.193,2083,2083,true,SIN,Asia Pacific,Singapore,42,5.28
47.245.84.124,2087,2087,true,SIN,Asia Pacific,Singapore,39,5.28
47.236.75.152,2087,2087,true,SIN,Asia Pacific,Singapore,43,5.28
47.242.54.157,2053,2053,true,HKG,Asia Pacific,Hong Kong,74,5.27
47.76.26.26,2053,2053,true,HKG,Asia Pacific,Hong Kong,83,5.25
8.219.229.190,8443,8443,true,SIN,Asia Pacific,Singapore,62,5.25
8.217.91.121,8443,8443,true,HKG,Asia Pacific,Hong Kong,59,5.25
8.218.174.118,2083,2083,true,HKG,Asia Pacific,Hong Kong,51,5.24
8.219.198.139,443,443,true,SIN,Asia Pacific,Singapore,71,5.24
47.236.172.95,2096,2096,true,SIN,Asia Pacific,Singapore,53,5.23
47.237.82.15,2096,2096,true,SIN,Asia Pacific,Singapore,55,5.23
8.219.103.65,2083,2083,true,SIN,Asia Pacific,Singapore,78,5.23
8.210.65.1,2083,2083,true,HKG,Asia Pacific,Hong Kong,69,5.22
8.219.60.54,2053,2053,true,SIN,Asia Pacific,Singapore,55,5.22
47.236.5.223,2053,2053,true,SIN,Asia Pacific,Singapore,28,5.21
8.219.210.57,2087,2087,true,SIN,Asia Pacific,Singapore,47,5.21
47.76.98.98,2096,2096,true,HKG,Asia Pacific,Hong Kong,47,5.20
47.242.119.104,2087,2087,true,HKG,Asia Pacific,Hong Kong,40,5.20
8.222.222.64,2087,2087,true,SIN,Asia Pacific,Singapore,83,5.20
8.210.244.38,2087,2087,true,HKG,Asia Pacific,Hong Kong,43,5.20
47.242.42.153,8443,8443,true,HKG,Asia Pacific,Hong Kong,71,5.19
8.219.177.205,2083,2083,true,SIN,Asia Pacific,Singapore,48,5.19
47.76.227.128,8443,8443,true,HKG,Asia Pacific,Hong Kong,50,5.19
8.218.207.169,2083,2083,true,HKG,Asia Pacific,Hong Kong,92,5.18
47.245.105.224,2053,2053,true,SIN,Asia Pacific,Singapore,45,5.18
47.245.126.151,8443,8443,true,SIN,Asia Pacific,Singapore,16,5.17
8.210.244.38,8443,8443,true,HKG,Asia Pacific,Hong Kong,127,5.17
8.210.89.245,2087,2087,true,HKG,Asia Pacific,Hong Kong,90,5.17
47.76.146.1,2096,2096,true,HKG,Asia Pacific,Hong Kong,60,5.17
8.219.111.175,2096,2096,true,SIN,Asia Pacific,Singapore,64,5.17
8.219.120.87,2096,2096,true,SIN,Asia Pacific,Singapore,89,5.16
47.245.105.224,2096,2096,true,SIN,Asia Pacific,Singapore,20,5.16
47.76.49.246,2096,2096,true,HKG,Asia Pacific,Hong Kong,67,5.16
47.238.40.58,2096,2096,true,HKG,Asia Pacific,Hong Kong,132,5.15
47.236.117.48,2053,2053,true,SIN,Asia Pacific,Singapore,31,5.15
8.219.222.98,2096,2096,true,SIN,Asia Pacific,Singapore,74,5.14
8.222.193.65,2096,2096,true,SIN,Asia Pacific,Singapore,29,5.14
47.76.204.76,2087,2087,true,HKG,Asia Pacific,Hong Kong,61,5.14
8.218.65.237,2053,2053,true,HKG,Asia Pacific,Hong Kong,58,5.13
8.210.42.171,2096,2096,true,HKG,Asia Pacific,Hong Kong,60,5.13
47.238.131.39,2096,2096,true,HKG,Asia Pacific,Hong Kong,68,5.12
47.76.80.72,2087,2087,true,HKG,Asia Pacific,Hong Kong,98,5.12
47.236.5.223,8443,8443,true,SIN,Asia Pacific,Singapore,37,5.12
8.217.50.252,8443,8443,true,HKG,Asia Pacific,Hong Kong,70,5.12
8.210.100.23,2083,2083,true,HKG,Asia Pacific,Hong Kong,67,5.10
47.236.150.13,2096,2096,true,SIN,Asia Pacific,Singapore,63,5.09
47.237.82.15,8443,8443,true,SIN,Asia Pacific,Singapore,56,5.09
8.219.174.142,2053,2053,true,SIN,Asia Pacific,Singapore,53,5.07
8.218.188.129,2053,2053,true,HKG,Asia Pacific,Hong Kong,52,5.06
8.218.52.115,8443,8443,true,HKG,Asia Pacific,Hong Kong,57,5.05
8.222.249.190,2087,2087,true,SIN,Asia Pacific,Singapore,43,5.05
8.218.142.253,2053,2053,true,HKG,Asia Pacific,Hong Kong,74,5.04
8.217.164.10,2087,2087,true,HKG,Asia Pacific,Hong Kong,94,5.03
8.218.178.79,2083,2083,true,HKG,Asia Pacific,Hong Kong,47,5.03
47.76.49.246,2087,2087,true,HKG,Asia Pacific,Hong Kong,57,5.02
8.219.198.139,2083,2083,true,SIN,Asia Pacific,Singapore,121,5.01
47.236.9.152,2087,2087,true,SIN,Asia Pacific,Singapore,48,5.01
47.242.202.230,2087,2087,true,HKG,Asia Pacific,Hong Kong,75,5.01
47.236.5.223,2083,2083,true,SIN,Asia Pacific,Singapore,62,5.00
47.238.5.0,2083,2083,true,HKG,Asia Pacific,Hong Kong,66,5.00
47.237.86.185,2087,2087,true,SIN,Asia Pacific,Singapore,69,5.00
8.210.9.129,2096,2096,true,HKG,Asia Pacific,Hong Kong,52,4.97
8.218.174.118,8443,8443,true,HKG,Asia Pacific,Hong Kong,53,4.97
8.219.87.30,8443,8443,true,SIN,Asia Pacific,Singapore,68,4.97
8.222.222.64,2083,2083,true,SIN,Asia Pacific,Singapore,37,4.97
8.218.48.92,2083,2083,true,HKG,Asia Pacific,Hong Kong,47,4.96
8.218.174.118,2087,2087,true,HKG,Asia Pacific,Hong Kong,55,4.96
8.219.40.37,2087,2087,true,SIN,Asia Pacific,Singapore,43,4.96
8.219.235.164,2096,2096,true,SIN,Asia Pacific,Singapore,86,4.95
47.245.114.163,2053,2053,true,SIN,Asia Pacific,Singapore,65,4.95
8.218.178.79,2053,2053,true,HKG,Asia Pacific,Hong Kong,70,4.95
47.76.204.76,2083,2083,true,HKG,Asia Pacific,Hong Kong,55,4.94
47.76.203.101,2053,2053,true,HKG,Asia Pacific,Hong Kong,43,4.94
8.210.89.245,2087,2087,true,HKG,Asia Pacific,Hong Kong,44,4.93
8.218.2.181,2096,2096,true,HKG,Asia Pacific,Hong Kong,56,4.93
8.218.48.92,2083,2083,true,HKG,Asia Pacific,Hong Kong,84,4.93
47.237.81.112,2083,2083,true,SIN,Asia Pacific,Singapore,81,4.92
8.217.207.60,2083,2083,true,HKG,Asia Pacific,Hong Kong,57,4.92
47.242.7.162,2053,2053,true,HKG,Asia Pacific,Hong Kong,78,4.92
47.245.114.163,2087,2087,true,SIN,Asia Pacific,Singapore,24,4.91
47.76.222.57,2053,2053,true,HKG,Asia Pacific,Hong Kong,71,4.91
47.76.178.146,2096,2096,true,HKG,Asia Pacific,Hong Kong,116,4.91
8.218.81.14,2096,2096,true,HKG,Asia Pacific,Hong Kong,104,4.90
8.219.237.250,2053,2053,true,SIN,Asia Pacific,Singapore,32,4.90
8.210.245.224,8443,8443,true,HKG,Asia Pacific,Hong Kong,82,4.89
47.237.82.15,2053,2053,true,SIN,Asia Pacific,Singapore,46,4.89
8.222.215.228,8443,8443,true,SIN,Asia Pacific,Singapore,51,4.89
8.218.201.73,2053,2053,true,HKG,Asia Pacific,Hong Kong,106,4.89
8.217.121.207,2087,2087,true,HKG,Asia Pacific,Hong Kong,59,4.86
47.238.43.79,2096,2096,true,HKG,Asia Pacific,Hong Kong,91,4.86
8.217.121.207,2096,2096,true,HKG,Asia Pacific,Hong Kong,56,4.85
47.243.243.14,2053,2053,true,HKG,Asia Pacific,Hong Kong,65,4.85
8.219.84.214,2087,2087,true,SIN,Asia Pacific,Singapore,53,4.85
47.76.33.40,2087,2087,true,HKG,Asia Pacific,Hong Kong,89,4.84
8.219.235.164,8443,8443,true,SIN,Asia Pacific,Singapore,39,4.84
47.243.173.187,8443,8443,true,HKG,Asia Pacific,Hong Kong,74,4.84
47.236.146.249,2083,2083,true,SIN,Asia Pacific,Singapore,62,4.84
8.218.155.238,2083,2083,true,HKG,Asia Pacific,Hong Kong,41,4.84
